hospital_id,hospital_name,department_referral,admission_date,total_admissions,average_age,average_wait_time,average_length_of_stay,average_satisfaction,readmitted_patients
HOSP-1201,The Johns Hopkins Hospital,neurology,2021-12-18,1,4.0,30.0,17.0,630.0,1.0
HOSP-1202,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-02-19,1,69.0,15.0,7.0,360.0,1.0
HOSP-1203,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,70.0,120.0,6.0,550.0,1.0
HOSP-1204,The Johns Hopkins Hospital,cardiology,2022-01-31,1,1.0,30.0,21.0,1140.0,1.0
HOSP-1204,The Johns Hopkins Hospital,gastroenterology,2024-01-20,1,91.0,75.0,5.0,1300.0,1.0
HOSP-1205,The Johns Hopkins Hospital,cardiology or internal medicine,2022-08-20,1,71.0,75.0,8.0,1240.0,1.0
HOSP-1205,The Johns Hopkins Hospital,hepatology,2023-04-17,1,47.0,60.0,13.0,660.0,1.0
HOSP-1206,The Johns Hopkins Hospital,oncology,,1,4.0,15.0,14.0,410.0,1.0
HOSP-1206,The Johns Hopkins Hospital,pulmonology,,1,95.0,120.0,25.0,830.0,0.0
HOSP-1208,The Johns Hopkins Hospital,neurology,2024-01-21,1,15.0,90.0,15.0,1220.0,0.0
HOSP-1210,The Johns Hopkins Hospital,neurology,2022-08-24,1,7.0,75.0,5.0,1570.0,1.0
HOSP-1210,The Johns Hopkins Hospital,neurology,,1,70.0,105.0,6.0,310.0,0.0
HOSP-1211,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-05-31,1,5.0,30.0,10.0,710.0,0.0
HOSP-1211,The Johns Hopkins Hospital,rheumatology,,1,28.0,105.0,20.0,1080.0,0.0
HOSP-1213,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,95.0,45.0,5.0,930.0,0.0
HOSP-1216,The Johns Hopkins Hospital,hepatology or gastroenterology,2021-10-20,1,22.0,75.0,16.0,1150.0,0.0
HOSP-1217,The Johns Hopkins Hospital,dermatology,2022-05-26,1,35.0,120.0,8.0,1360.0,0.0
HOSP-1217,The Johns Hopkins Hospital,neurology,,1,29.0,105.0,19.0,1530.0,0.0
HOSP-1217,The Johns Hopkins Hospital,rheumatology,2023-01-14,1,93.0,75.0,20.0,1170.0,1.0
HOSP-1219,The Johns Hopkins Hospital,neurology,,1,4.0,60.0,14.0,450.0,1.0
HOSP-1220,The Johns Hopkins Hospital,neurology,2023-07-17,1,4.0,75.0,19.0,330.0,0.0
HOSP-1221,The Johns Hopkins Hospital,rheumatology,2024-02-16,1,10.0,60.0,2.0,1020.0,0.0
HOSP-1222,The Johns Hopkins Hospital,infectious disease,,1,70.0,105.0,10.0,270.0,1.0
HOSP-1223,The Johns Hopkins Hospital,hepatology or gastroenterology,2021-04-24,1,57.0,105.0,28.0,570.0,0.0
HOSP-1227,The Johns Hopkins Hospital,gastroenterology,2022-12-13,1,22.0,120.0,26.0,1250.0,1.0
HOSP-1229,The Johns Hopkins Hospital,cardiology or internal medicine,,1,78.0,90.0,30.0,1530.0,0.0
HOSP-1229,The Johns Hopkins Hospital,dermatology,2022-03-27,1,83.0,60.0,24.0,620.0,0.0
HOSP-1230,The Johns Hopkins Hospital,cardiology or internal medicine,,1,62.0,105.0,17.0,1380.0,0.0
HOSP-1230,The Johns Hopkins Hospital,hepatology,2020-08-18,1,48.0,30.0,9.0,360.0,0.0
HOSP-1230,The Johns Hopkins Hospital,pulmonology,2024-07-22,1,81.0,75.0,25.0,540.0,1.0
HOSP-1232,The Johns Hopkins Hospital,psychiatry,2023-02-23,1,84.0,75.0,3.0,1060.0,0.0
HOSP-1236,The Johns Hopkins Hospital,hepatology,,1,33.0,105.0,28.0,970.0,1.0
HOSP-1236,The Johns Hopkins Hospital,neurology,2024-05-19,1,20.0,90.0,21.0,1240.0,0.0
HOSP-1236,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2020-10-24,1,56.0,90.0,12.0,1250.0,0.0
HOSP-1237,The Johns Hopkins Hospital,neurology,2023-02-22,1,47.0,30.0,8.0,400.0,1.0
HOSP-1240,The Johns Hopkins Hospital,gastroenterology,2023-07-19,1,83.0,30.0,16.0,1550.0,0.0
HOSP-1241,The Johns Hopkins Hospital,nephrology,2023-12-26,1,94.0,120.0,23.0,1540.0,0.0
HOSP-1242,The Johns Hopkins Hospital,neurology,,1,78.0,60.0,10.0,350.0,1.0
HOSP-1243,The Johns Hopkins Hospital,allergy and immunology,2024-01-14,1,90.0,15.0,22.0,1070.0,1.0
HOSP-1243,The Johns Hopkins Hospital,dermatology,,1,77.0,15.0,19.0,1440.0,0.0
HOSP-1244,The Johns Hopkins Hospital,gastroenterology,2023-10-14,1,83.0,15.0,26.0,1060.0,1.0
HOSP-1244,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,16.0,75.0,3.0,120.0,0.0
HOSP-1244,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2022-07-20,1,76.0,30.0,15.0,1310.0,0.0
HOSP-1245,The Johns Hopkins Hospital,psychiatry,2021-08-16,1,36.0,90.0,27.0,230.0,1.0
HOSP-1246,The Johns Hopkins Hospital,neurology,2020-09-27,1,60.0,30.0,5.0,1130.0,1.0
HOSP-1248,The Johns Hopkins Hospital,endocrinology,2022-02-13,1,93.0,15.0,12.0,130.0,0.0
HOSP-1248,The Johns Hopkins Hospital,rheumatology,,1,46.0,75.0,1.0,430.0,1.0
HOSP-1251,The Johns Hopkins Hospital,allergy and immunology,,1,80.0,120.0,20.0,1380.0,1.0
HOSP-1251,The Johns Hopkins Hospital,dermatology,,1,76.0,60.0,8.0,360.0,0.0
HOSP-1252,The Johns Hopkins Hospital,gastroenterology,,1,27.0,45.0,16.0,1560.0,0.0
HOSP-1253,The Johns Hopkins Hospital,endocrinology,2023-06-27,1,30.0,15.0,30.0,1590.0,0.0
HOSP-1255,The Johns Hopkins Hospital,dermatology,,1,94.0,45.0,28.0,640.0,0.0
HOSP-1257,The Johns Hopkins Hospital,rheumatology,2024-04-25,1,34.0,60.0,12.0,500.0,1.0
HOSP-1258,The Johns Hopkins Hospital,gastroenterology,,1,40.0,75.0,30.0,1180.0,1.0
HOSP-1258,The Johns Hopkins Hospital,psychiatry,2024-01-22,1,71.0,75.0,6.0,880.0,0.0
HOSP-1260,The Johns Hopkins Hospital,gastroenterology,,1,85.0,45.0,16.0,690.0,0.0
HOSP-1260,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2023-04-14,1,14.0,45.0,12.0,280.0,1.0
HOSP-1261,The Johns Hopkins Hospital,infectious disease or internal medicine,2024-02-13,1,70.0,30.0,24.0,330.0,1.0
HOSP-1264,The Johns Hopkins Hospital,cardiology,,1,76.0,105.0,14.0,1210.0,1.0
HOSP-1265,The Johns Hopkins Hospital,nephrology,2021-10-25,1,10.0,60.0,14.0,1150.0,1.0
HOSP-1265,The Johns Hopkins Hospital,psychiatry,2021-07-13,1,49.0,30.0,28.0,440.0,1.0
HOSP-1265,The Johns Hopkins Hospital,psychiatry,2024-06-21,1,16.0,90.0,2.0,800.0,1.0
HOSP-1266,The Johns Hopkins Hospital,rheumatology,,1,79.0,120.0,12.0,700.0,0.0
HOSP-1268,The Johns Hopkins Hospital,psychiatry,,1,84.0,60.0,7.0,670.0,1.0
HOSP-1268,The Johns Hopkins Hospital,urology or nephrology,,1,44.0,90.0,10.0,800.0,1.0
HOSP-1270,The Johns Hopkins Hospital,urology or nephrology,2021-10-16,1,84.0,120.0,23.0,910.0,1.0
HOSP-1271,The Johns Hopkins Hospital,neurology,,1,93.0,30.0,22.0,1460.0,0.0
HOSP-1272,The Johns Hopkins Hospital,gastroenterology,2023-09-17,1,31.0,15.0,17.0,1230.0,1.0
HOSP-1272,The Johns Hopkins Hospital,rheumatology,,1,6.0,45.0,11.0,290.0,0.0
HOSP-1273,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2021-02-23,1,12.0,105.0,10.0,210.0,0.0
HOSP-1274,The Johns Hopkins Hospital,psychiatry,2024-03-23,1,62.0,15.0,14.0,1410.0,1.0
HOSP-1275,The Johns Hopkins Hospital,neurology,,1,67.0,60.0,24.0,640.0,0.0
HOSP-1276,The Johns Hopkins Hospital,urology or nephrology,,1,60.0,75.0,20.0,860.0,1.0
HOSP-1277,The Johns Hopkins Hospital,oncology,,1,55.0,15.0,27.0,1350.0,0.0
HOSP-1277,The Johns Hopkins Hospital,pulmonology,2021-08-30,1,53.0,120.0,21.0,130.0,1.0
HOSP-1278,The Johns Hopkins Hospital,hepatology,,1,24.0,60.0,6.0,370.0,1.0
HOSP-1280,The Johns Hopkins Hospital,nephrology,2022-11-25,1,58.0,30.0,29.0,730.0,0.0
HOSP-1280,The Johns Hopkins Hospital,psychiatry,2022-01-29,1,7.0,30.0,25.0,610.0,0.0
HOSP-1282,The Johns Hopkins Hospital,neurology,,1,19.0,75.0,7.0,190.0,1.0
HOSP-1283,The Johns Hopkins Hospital,allergy and immunology,2023-02-18,1,39.0,90.0,9.0,1560.0,1.0
HOSP-1284,The Johns Hopkins Hospital,pulmonology or infectious disease,2021-05-17,1,67.0,30.0,28.0,300.0,0.0
HOSP-1284,The Johns Hopkins Hospital,rheumatology,,1,3.0,105.0,30.0,1550.0,0.0
HOSP-1286,The Johns Hopkins Hospital,neurology,2024-01-20,1,20.0,15.0,16.0,1380.0,0.0
HOSP-1287,The Johns Hopkins Hospital,urology or nephrology,2024-05-24,1,10.0,105.0,25.0,940.0,0.0
HOSP-1288,The Johns Hopkins Hospital,neurology,,1,2.0,75.0,17.0,1390.0,0.0
HOSP-1290,The Johns Hopkins Hospital,psychiatry,,1,70.0,90.0,12.0,1350.0,0.0
HOSP-1292,The Johns Hopkins Hospital,hepatology,2022-03-15,1,73.0,60.0,23.0,300.0,0.0
HOSP-1292,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2024-02-13,1,35.0,60.0,21.0,1050.0,0.0
HOSP-1297,The Johns Hopkins Hospital,gastroenterology,2024-03-30,1,35.0,120.0,15.0,680.0,1.0
HOSP-1297,The Johns Hopkins Hospital,neurology,2022-02-22,1,60.0,45.0,19.0,140.0,1.0
HOSP-1298,The Johns Hopkins Hospital,neurology,2022-07-31,1,49.0,75.0,5.0,220.0,0.0
HOSP-1299,The Johns Hopkins Hospital,gastroenterology,2023-05-17,1,89.0,120.0,2.0,450.0,1.0
HOSP-1299,The Johns Hopkins Hospital,psychiatry,2021-01-28,1,92.0,120.0,3.0,850.0,1.0
HOSP-1300,The Johns Hopkins Hospital,neurology,2021-07-31,1,56.0,45.0,25.0,1370.0,0.0
HOSP-1302,The Johns Hopkins Hospital,allergy and immunology,2020-12-17,1,7.0,15.0,21.0,810.0,0.0
HOSP-1302,The Johns Hopkins Hospital,hepatology or gastroenterology,2023-03-17,1,68.0,45.0,20.0,250.0,0.0
HOSP-1303,The Johns Hopkins Hospital,gastroenterology,2021-05-16,1,63.0,90.0,21.0,1110.0,1.0
HOSP-1303,The Johns Hopkins Hospital,infectious disease,2022-08-18,1,91.0,60.0,22.0,570.0,0.0
HOSP-1305,The Johns Hopkins Hospital,rheumatology,2022-10-14,1,56.0,75.0,25.0,1170.0,1.0
HOSP-1306,The Johns Hopkins Hospital,gastroenterology,2024-03-29,1,20.0,45.0,14.0,1570.0,1.0
HOSP-1306,The Johns Hopkins Hospital,hepatology or gastroenterology,2023-01-22,1,23.0,90.0,17.0,200.0,1.0
HOSP-1308,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-04-14,1,29.0,90.0,21.0,1020.0,0.0
HOSP-1309,The Johns Hopkins Hospital,gastroenterology,2021-06-14,1,62.0,90.0,15.0,450.0,1.0
HOSP-1309,The Johns Hopkins Hospital,infectious disease,2023-11-19,1,37.0,15.0,5.0,730.0,1.0
HOSP-1309,The Johns Hopkins Hospital,neurology,2021-06-26,1,1.0,120.0,29.0,450.0,1.0
HOSP-1310,The Johns Hopkins Hospital,hepatology,2022-02-24,1,74.0,45.0,17.0,1040.0,1.0
HOSP-1310,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,86.0,30.0,22.0,770.0,0.0
HOSP-1310,The Johns Hopkins Hospital,neurology,2020-10-24,1,80.0,45.0,19.0,370.0,1.0
HOSP-1311,The Johns Hopkins Hospital,rheumatology,2022-03-23,1,53.0,45.0,5.0,560.0,0.0
HOSP-1312,The Johns Hopkins Hospital,neurology,,1,88.0,105.0,27.0,690.0,0.0
HOSP-1313,The Johns Hopkins Hospital,gastroenterology,,1,13.0,75.0,4.0,240.0,0.0
HOSP-1314,The Johns Hopkins Hospital,neurology,,1,84.0,75.0,21.0,610.0,1.0
HOSP-1315,The Johns Hopkins Hospital,infectious disease,,1,67.0,90.0,26.0,1020.0,1.0
HOSP-1316,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,67.0,120.0,5.0,1390.0,0.0
HOSP-1319,The Johns Hopkins Hospital,neurology,,1,20.0,120.0,29.0,330.0,1.0
HOSP-1320,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,76.0,30.0,10.0,840.0,0.0
HOSP-1320,The Johns Hopkins Hospital,neurology,2022-07-18,1,52.0,75.0,18.0,970.0,1.0
HOSP-1321,The Johns Hopkins Hospital,gastroenterology,,1,43.0,30.0,9.0,230.0,1.0
HOSP-1321,The Johns Hopkins Hospital,hepatology,,1,11.0,120.0,22.0,910.0,0.0
HOSP-1321,The Johns Hopkins Hospital,neurology,2024-06-16,1,29.0,105.0,19.0,1320.0,0.0
HOSP-1322,The Johns Hopkins Hospital,neurology,2023-06-17,1,13.0,15.0,29.0,970.0,1.0
HOSP-1323,The Johns Hopkins Hospital,dermatology,,1,17.0,105.0,25.0,800.0,0.0
HOSP-1323,The Johns Hopkins Hospital,gastroenterology,2023-04-20,1,38.0,105.0,28.0,180.0,1.0
HOSP-1324,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,6.0,45.0,10.0,1400.0,1.0
HOSP-1324,The Johns Hopkins Hospital,neurology,2024-05-30,1,21.0,30.0,6.0,1560.0,0.0
HOSP-1324,The Johns Hopkins Hospital,psychiatry,2021-05-24,1,86.0,60.0,5.0,1310.0,1.0
HOSP-1326,The Johns Hopkins Hospital,psychiatry,,1,76.0,60.0,24.0,1430.0,0.0
HOSP-1327,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,2.0,105.0,28.0,930.0,0.0
HOSP-1328,The Johns Hopkins Hospital,cardiology,2020-11-27,1,52.0,75.0,29.0,640.0,1.0
HOSP-1329,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2020-10-25,1,71.0,45.0,28.0,120.0,0.0
HOSP-1330,The Johns Hopkins Hospital,neurology,2021-09-14,1,9.0,45.0,28.0,740.0,0.0
HOSP-1331,The Johns Hopkins Hospital,allergy and immunology,,1,43.0,45.0,16.0,1120.0,1.0
HOSP-1332,The Johns Hopkins Hospital,pulmonology,2021-03-27,1,36.0,105.0,29.0,400.0,0.0
HOSP-1334,The Johns Hopkins Hospital,oncology,2022-04-17,1,32.0,30.0,5.0,590.0,0.0
HOSP-1335,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,90.0,75.0,16.0,1440.0,1.0
HOSP-1336,The Johns Hopkins Hospital,neurology,2024-01-13,1,37.0,90.0,26.0,190.0,0.0
HOSP-1337,The Johns Hopkins Hospital,cardiology,2021-12-13,1,54.0,90.0,10.0,140.0,0.0
HOSP-1337,The Johns Hopkins Hospital,rheumatology,2023-04-23,1,32.0,30.0,18.0,1450.0,0.0
HOSP-1338,The Johns Hopkins Hospital,neurology,2022-04-21,1,85.0,45.0,16.0,780.0,1.0
HOSP-1338,The Johns Hopkins Hospital,rheumatology,2020-10-17,1,82.0,75.0,24.0,270.0,0.0
HOSP-1339,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,89.0,90.0,18.0,620.0,1.0
HOSP-1340,The Johns Hopkins Hospital,neurology,2021-07-29,1,35.0,15.0,3.0,840.0,0.0
HOSP-1341,The Johns Hopkins Hospital,pulmonology,,1,66.0,90.0,24.0,430.0,0.0
HOSP-1342,The Johns Hopkins Hospital,oncology,2020-09-23,1,88.0,45.0,2.0,1250.0,0.0
HOSP-1344,The Johns Hopkins Hospital,gastroenterology,2021-02-23,1,59.0,15.0,29.0,860.0,1.0
HOSP-1344,The Johns Hopkins Hospital,rheumatology,2021-02-26,1,20.0,30.0,5.0,1340.0,0.0
HOSP-1345,The Johns Hopkins Hospital,cardiology or internal medicine,2024-04-20,1,22.0,45.0,30.0,1400.0,1.0
HOSP-1345,The Johns Hopkins Hospital,neurology,,1,56.0,30.0,20.0,840.0,0.0
HOSP-1346,The Johns Hopkins Hospital,infectious disease,,1,58.0,120.0,15.0,760.0,0.0
HOSP-1346,The Johns Hopkins Hospital,oncology,2021-05-15,1,10.0,45.0,21.0,670.0,1.0
HOSP-1346,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,63.0,30.0,11.0,430.0,1.0
HOSP-1347,The Johns Hopkins Hospital,gastroenterology,,1,72.0,120.0,27.0,830.0,0.0
HOSP-1347,The Johns Hopkins Hospital,urology or nephrology,2023-07-22,1,23.0,90.0,20.0,1040.0,0.0
HOSP-1348,The Johns Hopkins Hospital,pulmonology or infectious disease,2020-12-24,1,25.0,45.0,26.0,300.0,0.0
HOSP-1350,The Johns Hopkins Hospital,hepatology,2024-07-20,1,60.0,30.0,27.0,920.0,1.0
HOSP-1350,The Johns Hopkins Hospital,nephrology,,1,49.0,60.0,26.0,820.0,1.0
HOSP-1350,The Johns Hopkins Hospital,psychiatry,2023-08-17,1,68.0,30.0,4.0,320.0,1.0
HOSP-1351,The Johns Hopkins Hospital,gastroenterology,2020-10-29,1,81.0,45.0,12.0,650.0,1.0
HOSP-1351,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-05-21,1,19.0,105.0,3.0,960.0,0.0
HOSP-1352,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-10-18,1,90.0,75.0,4.0,530.0,1.0
HOSP-1352,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2020-10-16,1,41.0,75.0,27.0,1160.0,0.0
HOSP-1352,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,27.0,45.0,6.0,450.0,0.0
HOSP-1353,The Johns Hopkins Hospital,dermatology,2020-10-14,1,69.0,15.0,7.0,1010.0,0.0
HOSP-1353,The Johns Hopkins Hospital,dermatology,,1,71.0,90.0,4.0,880.0,1.0
HOSP-1356,The Johns Hopkins Hospital,allergy and immunology,,1,83.0,30.0,11.0,1270.0,0.0
HOSP-1356,The Johns Hopkins Hospital,neurology,2020-07-26,1,83.0,15.0,3.0,520.0,0.0
HOSP-1356,The Johns Hopkins Hospital,neurology,2023-11-17,1,18.0,75.0,17.0,120.0,1.0
HOSP-1357,The Johns Hopkins Hospital,rheumatology,2022-06-23,1,1.0,105.0,18.0,1540.0,0.0
HOSP-1360,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-05-27,1,76.0,90.0,29.0,820.0,1.0
HOSP-1361,The Johns Hopkins Hospital,cardiology or internal medicine,2023-06-14,1,25.0,75.0,11.0,210.0,0.0
HOSP-1362,The Johns Hopkins Hospital,nephrology,,1,28.0,120.0,14.0,470.0,0.0
HOSP-1363,The Johns Hopkins Hospital,cardiology or internal medicine,,1,62.0,90.0,18.0,1130.0,0.0
HOSP-1365,The Johns Hopkins Hospital,allergy and immunology,,1,58.0,60.0,22.0,710.0,0.0
HOSP-1366,The Johns Hopkins Hospital,rheumatology,2020-09-18,1,67.0,120.0,4.0,960.0,0.0
HOSP-1367,The Johns Hopkins Hospital,hepatology,2021-03-17,1,91.0,90.0,29.0,1120.0,1.0
HOSP-1367,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,66.0,30.0,26.0,150.0,0.0
HOSP-1371,The Johns Hopkins Hospital,allergy and immunology,2022-10-21,1,57.0,105.0,30.0,290.0,0.0
HOSP-1371,The Johns Hopkins Hospital,urology or nephrology,,1,69.0,45.0,6.0,660.0,0.0
HOSP-1372,The Johns Hopkins Hospital,allergy and immunology,2021-10-23,1,52.0,105.0,5.0,110.0,0.0
HOSP-1372,The Johns Hopkins Hospital,allergy and immunology,2023-10-26,1,69.0,30.0,5.0,1310.0,1.0
HOSP-1374,The Johns Hopkins Hospital,gastroenterology,2022-10-27,1,7.0,30.0,7.0,1190.0,0.0
HOSP-1375,The Johns Hopkins Hospital,psychiatry,,1,1.0,60.0,30.0,110.0,1.0
HOSP-1376,The Johns Hopkins Hospital,gastroenterology,2022-04-15,1,17.0,90.0,15.0,970.0,1.0
HOSP-1376,The Johns Hopkins Hospital,neurology,,1,45.0,60.0,29.0,1040.0,0.0
HOSP-1377,The Johns Hopkins Hospital,nephrology,2021-06-15,1,19.0,90.0,14.0,1300.0,0.0
HOSP-1377,The Johns Hopkins Hospital,psychiatry,2023-08-16,1,39.0,15.0,8.0,1520.0,0.0
HOSP-1378,The Johns Hopkins Hospital,endocrinology,,1,85.0,105.0,26.0,1080.0,0.0
HOSP-1379,The Johns Hopkins Hospital,cardiology or internal medicine,2024-04-27,1,32.0,15.0,6.0,230.0,1.0
HOSP-1379,The Johns Hopkins Hospital,infectious disease or internal medicine,2021-03-18,1,89.0,45.0,16.0,540.0,1.0
HOSP-1379,The Johns Hopkins Hospital,neurology,2023-03-22,1,93.0,90.0,4.0,790.0,0.0
HOSP-1382,The Johns Hopkins Hospital,hepatology,2020-12-20,1,16.0,90.0,7.0,940.0,1.0
HOSP-1382,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2022-10-14,1,90.0,60.0,26.0,540.0,0.0
HOSP-1383,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,55.0,75.0,1.0,1190.0,1.0
HOSP-1384,The Johns Hopkins Hospital,infectious disease,,1,57.0,90.0,1.0,180.0,0.0
HOSP-1385,The Johns Hopkins Hospital,gastroenterology,2024-06-26,1,63.0,120.0,25.0,620.0,1.0
HOSP-1385,The Johns Hopkins Hospital,urology or nephrology,2020-12-13,1,86.0,90.0,8.0,690.0,1.0
HOSP-1386,The Johns Hopkins Hospital,neurology,,1,76.0,15.0,15.0,1360.0,0.0
HOSP-1386,The Johns Hopkins Hospital,psychiatry,,1,76.0,60.0,20.0,1120.0,1.0
HOSP-1387,The Johns Hopkins Hospital,psychiatry,2021-12-30,1,29.0,30.0,17.0,800.0,0.0
HOSP-1388,The Johns Hopkins Hospital,allergy and immunology,2020-07-30,1,85.0,120.0,26.0,1570.0,1.0
HOSP-1389,The Johns Hopkins Hospital,hepatology,2022-02-18,1,52.0,90.0,1.0,670.0,0.0
HOSP-1391,The Johns Hopkins Hospital,allergy and immunology,2022-04-28,1,29.0,120.0,4.0,990.0,0.0
HOSP-1391,The Johns Hopkins Hospital,allergy and immunology,,1,46.0,15.0,4.0,200.0,0.0
HOSP-1393,The Johns Hopkins Hospital,neurology,,1,86.0,45.0,20.0,750.0,1.0
HOSP-1394,The Johns Hopkins Hospital,nephrology,2022-04-29,1,68.0,15.0,9.0,180.0,0.0
HOSP-1395,The Johns Hopkins Hospital,nephrology,,1,31.0,105.0,24.0,600.0,0.0
HOSP-1395,The Johns Hopkins Hospital,neurology,2020-12-14,1,39.0,120.0,13.0,1080.0,0.0
HOSP-1395,The Johns Hopkins Hospital,neurology,2023-10-26,1,44.0,105.0,24.0,370.0,0.0
HOSP-1396,The Johns Hopkins Hospital,allergy and immunology,2021-08-19,1,63.0,45.0,20.0,810.0,1.0
HOSP-1396,The Johns Hopkins Hospital,cardiology,,1,75.0,90.0,6.0,420.0,1.0
HOSP-1396,The Johns Hopkins Hospital,neurology,,1,5.0,30.0,14.0,800.0,1.0
HOSP-1397,The Johns Hopkins Hospital,infectious disease,2023-12-27,1,23.0,30.0,29.0,1330.0,0.0
HOSP-1398,The Johns Hopkins Hospital,neurology,,1,73.0,120.0,29.0,1450.0,1.0
HOSP-1399,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-09-26,1,25.0,75.0,7.0,780.0,0.0
HOSP-1400,The Johns Hopkins Hospital,gastroenterology,,1,54.0,105.0,20.0,1470.0,1.0
HOSP-1402,The Johns Hopkins Hospital,neurology,,1,41.0,120.0,8.0,1170.0,0.0
HOSP-1402,The Johns Hopkins Hospital,rheumatology,2023-07-13,1,34.0,45.0,7.0,1190.0,0.0
HOSP-1402,The Johns Hopkins Hospital,rheumatology,,1,4.0,90.0,29.0,160.0,0.0
HOSP-1403,The Johns Hopkins Hospital,psychiatry,2023-10-18,1,17.0,75.0,2.0,880.0,0.0
HOSP-1404,The Johns Hopkins Hospital,allergy and immunology,,1,26.0,30.0,30.0,310.0,0.0
HOSP-1405,The Johns Hopkins Hospital,neurology,2022-09-14,1,36.0,60.0,17.0,1300.0,0.0
HOSP-1406,The Johns Hopkins Hospital,pulmonology,2022-10-18,1,72.0,60.0,12.0,1380.0,0.0
HOSP-1407,The Johns Hopkins Hospital,hepatology,,1,30.0,15.0,27.0,1280.0,0.0
HOSP-1408,The Johns Hopkins Hospital,cardiology,2021-10-25,1,41.0,120.0,18.0,650.0,0.0
HOSP-1408,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-07-20,1,65.0,90.0,16.0,1070.0,0.0
HOSP-1408,The Johns Hopkins Hospital,infectious disease or internal medicine,2024-02-25,1,87.0,105.0,9.0,230.0,0.0
HOSP-1408,The Johns Hopkins Hospital,neurology,2020-08-15,1,26.0,120.0,30.0,1020.0,0.0
HOSP-1408,The Johns Hopkins Hospital,urology or nephrology,2022-09-25,1,58.0,75.0,14.0,520.0,0.0
HOSP-1410,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-07-18,1,17.0,15.0,8.0,980.0,0.0
HOSP-1410,The Johns Hopkins Hospital,rheumatology,,1,45.0,45.0,15.0,990.0,0.0
HOSP-1411,The Johns Hopkins Hospital,neurology,,1,17.0,90.0,20.0,920.0,0.0
HOSP-1415,The Johns Hopkins Hospital,urology or nephrology,,1,35.0,75.0,30.0,160.0,0.0
HOSP-1416,The Johns Hopkins Hospital,gastroenterology,,1,47.0,120.0,7.0,1390.0,0.0
HOSP-1417,The Johns Hopkins Hospital,neurology,,1,20.0,45.0,4.0,1430.0,0.0
HOSP-1419,The Johns Hopkins Hospital,gastroenterology,2021-05-24,1,37.0,90.0,6.0,610.0,0.0
HOSP-1420,The Johns Hopkins Hospital,neurology,,1,23.0,120.0,1.0,1450.0,0.0
HOSP-1421,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,0.0,60.0,3.0,1160.0,0.0
HOSP-1423,The Johns Hopkins Hospital,cardiology,2022-09-29,1,6.0,30.0,22.0,510.0,1.0
HOSP-1425,The Johns Hopkins Hospital,hepatology,,1,5.0,120.0,19.0,1400.0,1.0
HOSP-1425,The Johns Hopkins Hospital,neurology,2020-09-18,1,47.0,90.0,16.0,940.0,1.0
HOSP-1427,The Johns Hopkins Hospital,allergy and immunology,,1,44.0,60.0,14.0,530.0,0.0
HOSP-1427,The Johns Hopkins Hospital,gastroenterology,2023-09-21,1,42.0,90.0,16.0,1020.0,1.0
HOSP-1427,The Johns Hopkins Hospital,psychiatry,2022-07-18,1,69.0,90.0,10.0,1600.0,1.0
HOSP-1428,The Johns Hopkins Hospital,gastroenterology,2023-01-19,1,25.0,60.0,25.0,130.0,0.0
HOSP-1428,The Johns Hopkins Hospital,rheumatology,,1,70.0,75.0,18.0,1580.0,0.0
HOSP-1429,The Johns Hopkins Hospital,oncology,2023-08-26,1,39.0,75.0,22.0,1240.0,0.0
HOSP-1429,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,33.0,75.0,12.0,990.0,1.0
HOSP-1429,The Johns Hopkins Hospital,rheumatology,,1,78.0,120.0,16.0,1130.0,0.0
