resource_utilization_id,hospital_id,hospital_name,resource_type,date,department_id,department_name,ward_id,ward_name,shift,total_units_available,units_in_use,utilization_rate_pct,doctor_count,nurse_count,technician_count,pharmacist_count,admin_count,drug_id,drug_name,drug_category,reorder_level_threshold,shortage_flag,manufacturer_name,reliability_rating
254,1,HMIS Hospital,Bed,2020-09-10,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
255,1,HMIS Hospital,Bed,2020-09-11,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
256,1,HMIS Hospital,Bed,2020-09-12,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
257,1,HMIS Hospital,Bed,2020-09-13,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
258,1,HMIS Hospital,Bed,2020-09-14,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
259,1,HMIS Hospital,Bed,2020-09-15,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
260,1,HMIS Hospital,Bed,2020-09-16,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
261,1,HMIS Hospital,Bed,2020-09-17,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
262,1,HMIS Hospital,Bed,2020-09-18,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
263,1,HMIS Hospital,Bed,2020-09-19,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
264,1,HMIS Hospital,Bed,2020-09-20,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
265,1,HMIS Hospital,Bed,2020-09-21,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
266,1,HMIS Hospital,Bed,2020-09-22,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
267,1,HMIS Hospital,Bed,2020-09-23,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
268,1,HMIS Hospital,Bed,2020-09-24,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
269,1,HMIS Hospital,Bed,2020-09-25,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
270,1,HMIS Hospital,Bed,2020-09-26,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
271,1,HMIS Hospital,Bed,2020-09-27,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
272,1,HMIS Hospital,Bed,2020-09-28,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
273,1,HMIS Hospital,Bed,2020-09-29,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
274,1,HMIS Hospital,Bed,2020-09-30,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
275,1,HMIS Hospital,Bed,2020-10-01,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
276,1,HMIS Hospital,Bed,2020-10-02,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
277,1,HMIS Hospital,Bed,2020-10-03,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
278,1,HMIS Hospital,Bed,2020-10-04,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
279,1,HMIS Hospital,Bed,2020-10-05,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
280,1,HMIS Hospital,Bed,2020-10-06,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
281,1,HMIS Hospital,Bed,2020-10-07,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
282,1,HMIS Hospital,Bed,2020-10-08,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
283,1,HMIS Hospital,Bed,2020-10-09,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
284,1,HMIS Hospital,Bed,2020-10-10,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
285,1,HMIS Hospital,Bed,2020-10-11,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
286,1,HMIS Hospital,Bed,2020-10-12,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
287,1,HMIS Hospital,Bed,2020-10-13,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
288,1,HMIS Hospital,Bed,2020-10-14,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
289,1,HMIS Hospital,Bed,2020-10-15,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
290,1,HMIS Hospital,Bed,2020-10-16,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
291,1,HMIS Hospital,Bed,2020-10-17,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
292,1,HMIS Hospital,Bed,2020-10-18,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
293,1,HMIS Hospital,Bed,2020-10-19,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
294,1,HMIS Hospital,Bed,2020-10-20,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
295,1,HMIS Hospital,Bed,2020-10-21,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
296,1,HMIS Hospital,Bed,2020-10-22,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
297,1,HMIS Hospital,Bed,2020-10-23,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
298,1,HMIS Hospital,Bed,2020-10-24,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
299,1,HMIS Hospital,Bed,2020-10-25,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
300,1,HMIS Hospital,Bed,2020-10-26,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
301,1,HMIS Hospital,Bed,2020-10-27,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
302,1,HMIS Hospital,Bed,2020-10-28,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
303,1,HMIS Hospital,Bed,2020-10-29,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
304,1,HMIS Hospital,Bed,2020-10-30,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
305,1,HMIS Hospital,Bed,2020-10-31,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
306,1,HMIS Hospital,Bed,2020-11-01,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
307,1,HMIS Hospital,Bed,2020-11-02,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
308,1,HMIS Hospital,Bed,2020-11-03,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
309,1,HMIS Hospital,Bed,2020-11-04,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
310,1,HMIS Hospital,Bed,2020-11-05,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
311,1,HMIS Hospital,Bed,2020-11-06,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
312,1,HMIS Hospital,Bed,2020-11-07,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
313,1,HMIS Hospital,Bed,2020-11-08,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
314,1,HMIS Hospital,Bed,2020-11-09,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
315,1,HMIS Hospital,Bed,2020-11-10,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
316,1,HMIS Hospital,Bed,2020-11-11,1,Emergency,,,,75,28,37.33,,,,,,,,,,,,
317,1,HMIS Hospital,Bed,2020-11-12,1,Emergency,,,,75,30,40.0,,,,,,,,,,,,
318,1,HMIS Hospital,Bed,2020-11-13,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
319,1,HMIS Hospital,Bed,2020-11-14,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
320,1,HMIS Hospital,Bed,2020-11-15,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
321,1,HMIS Hospital,Bed,2020-11-16,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
322,1,HMIS Hospital,Bed,2020-11-17,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
323,1,HMIS Hospital,Bed,2020-11-18,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
324,1,HMIS Hospital,Bed,2020-11-19,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
325,1,HMIS Hospital,Bed,2020-11-20,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
326,1,HMIS Hospital,Bed,2020-11-21,1,Emergency,,,,75,28,37.33,,,,,,,,,,,,
327,1,HMIS Hospital,Bed,2020-11-22,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
328,1,HMIS Hospital,Bed,2020-11-23,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
329,1,HMIS Hospital,Bed,2020-11-24,1,Emergency,,,,75,28,37.33,,,,,,,,,,,,
330,1,HMIS Hospital,Bed,2020-11-25,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
331,1,HMIS Hospital,Bed,2020-11-26,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
332,1,HMIS Hospital,Bed,2020-11-27,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
333,1,HMIS Hospital,Bed,2020-11-28,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
334,1,HMIS Hospital,Bed,2020-11-29,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
335,1,HMIS Hospital,Bed,2020-11-30,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
336,1,HMIS Hospital,Bed,2020-12-01,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
337,1,HMIS Hospital,Bed,2020-12-02,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
338,1,HMIS Hospital,Bed,2020-12-03,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
339,1,HMIS Hospital,Bed,2020-12-04,1,Emergency,,,,75,9,12.0,,,,,,,,,,,,
340,1,HMIS Hospital,Bed,2020-12-05,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
341,1,HMIS Hospital,Bed,2020-12-06,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
342,1,HMIS Hospital,Bed,2020-12-07,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
343,1,HMIS Hospital,Bed,2020-12-08,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
344,1,HMIS Hospital,Bed,2020-12-09,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
345,1,HMIS Hospital,Bed,2020-12-10,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
346,1,HMIS Hospital,Bed,2020-12-11,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
347,1,HMIS Hospital,Bed,2020-12-12,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
348,1,HMIS Hospital,Bed,2020-12-13,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
349,1,HMIS Hospital,Bed,2020-12-14,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
350,1,HMIS Hospital,Bed,2020-12-15,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
351,1,HMIS Hospital,Bed,2020-12-16,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
352,1,HMIS Hospital,Bed,2020-12-17,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
353,1,HMIS Hospital,Bed,2020-12-18,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
354,1,HMIS Hospital,Bed,2020-12-19,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
355,1,HMIS Hospital,Bed,2020-12-20,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
356,1,HMIS Hospital,Bed,2020-12-21,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
357,1,HMIS Hospital,Bed,2020-12-22,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
358,1,HMIS Hospital,Bed,2020-12-23,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
359,1,HMIS Hospital,Bed,2020-12-24,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
360,1,HMIS Hospital,Bed,2020-12-25,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
361,1,HMIS Hospital,Bed,2020-12-26,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
362,1,HMIS Hospital,Bed,2020-12-27,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
363,1,HMIS Hospital,Bed,2020-12-28,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
364,1,HMIS Hospital,Bed,2020-12-29,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
365,1,HMIS Hospital,Bed,2020-12-30,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
366,1,HMIS Hospital,Bed,2020-12-31,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
367,1,HMIS Hospital,Bed,2021-01-01,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
368,1,HMIS Hospital,Bed,2021-01-02,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
369,1,HMIS Hospital,Bed,2021-01-03,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
370,1,HMIS Hospital,Bed,2021-01-04,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
371,1,HMIS Hospital,Bed,2021-01-05,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
372,1,HMIS Hospital,Bed,2021-01-06,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
373,1,HMIS Hospital,Bed,2021-01-07,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
374,1,HMIS Hospital,Bed,2021-01-08,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
375,1,HMIS Hospital,Bed,2021-01-09,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
376,1,HMIS Hospital,Bed,2021-01-10,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
377,1,HMIS Hospital,Bed,2021-01-11,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
378,1,HMIS Hospital,Bed,2021-01-12,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
379,1,HMIS Hospital,Bed,2021-01-13,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
380,1,HMIS Hospital,Bed,2021-01-14,1,Emergency,,,,75,11,14.67,,,,,,,,,,,,
381,1,HMIS Hospital,Bed,2021-01-15,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
382,1,HMIS Hospital,Bed,2021-01-16,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
383,1,HMIS Hospital,Bed,2021-01-17,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
384,1,HMIS Hospital,Bed,2021-01-18,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
385,1,HMIS Hospital,Bed,2021-01-19,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
386,1,HMIS Hospital,Bed,2021-01-20,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
387,1,HMIS Hospital,Bed,2021-01-21,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
388,1,HMIS Hospital,Bed,2021-01-22,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
389,1,HMIS Hospital,Bed,2021-01-23,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
390,1,HMIS Hospital,Bed,2021-01-24,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
391,1,HMIS Hospital,Bed,2021-01-25,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
392,1,HMIS Hospital,Bed,2021-01-26,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
393,1,HMIS Hospital,Bed,2021-01-27,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
394,1,HMIS Hospital,Bed,2021-01-28,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
395,1,HMIS Hospital,Bed,2021-01-29,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
396,1,HMIS Hospital,Bed,2021-01-30,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
397,1,HMIS Hospital,Bed,2021-01-31,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
398,1,HMIS Hospital,Bed,2021-02-01,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
399,1,HMIS Hospital,Bed,2021-02-02,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
400,1,HMIS Hospital,Bed,2021-02-03,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
401,1,HMIS Hospital,Bed,2021-02-04,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
402,1,HMIS Hospital,Bed,2021-02-05,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
403,1,HMIS Hospital,Bed,2021-02-06,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
404,1,HMIS Hospital,Bed,2021-02-07,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
405,1,HMIS Hospital,Bed,2021-02-08,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
406,1,HMIS Hospital,Bed,2021-02-09,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
407,1,HMIS Hospital,Bed,2021-02-10,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
408,1,HMIS Hospital,Bed,2021-02-11,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
409,1,HMIS Hospital,Bed,2021-02-12,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
410,1,HMIS Hospital,Bed,2021-02-13,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
411,1,HMIS Hospital,Bed,2021-02-14,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
412,1,HMIS Hospital,Bed,2021-02-15,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
413,1,HMIS Hospital,Bed,2021-02-16,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
414,1,HMIS Hospital,Bed,2021-02-17,1,Emergency,,,,75,29,38.67,,,,,,,,,,,,
415,1,HMIS Hospital,Bed,2021-02-18,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
416,1,HMIS Hospital,Bed,2021-02-19,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
417,1,HMIS Hospital,Bed,2021-02-20,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
418,1,HMIS Hospital,Bed,2021-02-21,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
419,1,HMIS Hospital,Bed,2021-02-22,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
420,1,HMIS Hospital,Bed,2021-02-23,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
421,1,HMIS Hospital,Bed,2021-02-24,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
422,1,HMIS Hospital,Bed,2021-02-25,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
423,1,HMIS Hospital,Bed,2021-02-26,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
424,1,HMIS Hospital,Bed,2021-02-27,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
425,1,HMIS Hospital,Bed,2021-02-28,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
426,1,HMIS Hospital,Bed,2021-03-01,1,Emergency,,,,75,11,14.67,,,,,,,,,,,,
427,1,HMIS Hospital,Bed,2021-03-02,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
428,1,HMIS Hospital,Bed,2021-03-03,1,Emergency,,,,75,11,14.67,,,,,,,,,,,,
429,1,HMIS Hospital,Bed,2021-03-04,1,Emergency,,,,75,10,13.33,,,,,,,,,,,,
430,1,HMIS Hospital,Bed,2021-03-05,1,Emergency,,,,75,11,14.67,,,,,,,,,,,,
431,1,HMIS Hospital,Bed,2021-03-06,1,Emergency,,,,75,8,10.67,,,,,,,,,,,,
432,1,HMIS Hospital,Bed,2021-03-07,1,Emergency,,,,75,10,13.33,,,,,,,,,,,,
433,1,HMIS Hospital,Bed,2021-03-08,1,Emergency,,,,75,10,13.33,,,,,,,,,,,,
434,1,HMIS Hospital,Bed,2021-03-09,1,Emergency,,,,75,13,17.33,,,,,,,,,,,,
435,1,HMIS Hospital,Bed,2021-03-10,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
436,1,HMIS Hospital,Bed,2021-03-11,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
437,1,HMIS Hospital,Bed,2021-03-12,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
438,1,HMIS Hospital,Bed,2021-03-13,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
439,1,HMIS Hospital,Bed,2021-03-14,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
440,1,HMIS Hospital,Bed,2021-03-15,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
441,1,HMIS Hospital,Bed,2021-03-16,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
442,1,HMIS Hospital,Bed,2021-03-17,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
443,1,HMIS Hospital,Bed,2021-03-18,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
444,1,HMIS Hospital,Bed,2021-03-19,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
445,1,HMIS Hospital,Bed,2021-03-20,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
446,1,HMIS Hospital,Bed,2021-03-21,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
447,1,HMIS Hospital,Bed,2021-03-22,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
448,1,HMIS Hospital,Bed,2021-03-23,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
449,1,HMIS Hospital,Bed,2021-03-24,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
450,1,HMIS Hospital,Bed,2021-03-25,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
451,1,HMIS Hospital,Bed,2021-03-26,1,Emergency,,,,75,13,17.33,,,,,,,,,,,,
452,1,HMIS Hospital,Bed,2021-03-27,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
453,1,HMIS Hospital,Bed,2021-03-28,1,Emergency,,,,75,13,17.33,,,,,,,,,,,,
454,1,HMIS Hospital,Bed,2021-03-29,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
455,1,HMIS Hospital,Bed,2021-03-30,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
456,1,HMIS Hospital,Bed,2021-03-31,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
457,1,HMIS Hospital,Bed,2021-04-01,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
458,1,HMIS Hospital,Bed,2021-04-02,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
459,1,HMIS Hospital,Bed,2021-04-03,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
460,1,HMIS Hospital,Bed,2021-04-04,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
461,1,HMIS Hospital,Bed,2021-04-05,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
462,1,HMIS Hospital,Bed,2021-04-06,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
463,1,HMIS Hospital,Bed,2021-04-07,1,Emergency,,,,75,28,37.33,,,,,,,,,,,,
464,1,HMIS Hospital,Bed,2021-04-08,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
465,1,HMIS Hospital,Bed,2021-04-09,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
466,1,HMIS Hospital,Bed,2021-04-10,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
467,1,HMIS Hospital,Bed,2021-04-11,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
468,1,HMIS Hospital,Bed,2021-04-12,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
469,1,HMIS Hospital,Bed,2021-04-13,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
470,1,HMIS Hospital,Bed,2021-04-14,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
471,1,HMIS Hospital,Bed,2021-04-15,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
472,1,HMIS Hospital,Bed,2021-04-16,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
473,1,HMIS Hospital,Bed,2021-04-17,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
474,1,HMIS Hospital,Bed,2021-04-18,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
475,1,HMIS Hospital,Bed,2021-04-19,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
476,1,HMIS Hospital,Bed,2021-04-20,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
477,1,HMIS Hospital,Bed,2021-04-21,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
478,1,HMIS Hospital,Bed,2021-04-22,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
479,1,HMIS Hospital,Bed,2021-04-23,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
480,1,HMIS Hospital,Bed,2021-04-24,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
481,1,HMIS Hospital,Bed,2021-04-25,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
482,1,HMIS Hospital,Bed,2021-04-26,1,Emergency,,,,75,29,38.67,,,,,,,,,,,,
483,1,HMIS Hospital,Bed,2021-04-27,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
484,1,HMIS Hospital,Bed,2021-04-28,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
485,1,HMIS Hospital,Bed,2021-04-29,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
486,1,HMIS Hospital,Bed,2021-04-30,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
487,1,HMIS Hospital,Bed,2021-05-01,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
488,1,HMIS Hospital,Bed,2021-05-02,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
489,1,HMIS Hospital,Bed,2021-05-03,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
490,1,HMIS Hospital,Bed,2021-05-04,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
491,1,HMIS Hospital,Bed,2021-05-05,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
492,1,HMIS Hospital,Bed,2021-05-06,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
493,1,HMIS Hospital,Bed,2021-05-07,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
494,1,HMIS Hospital,Bed,2021-05-08,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
495,1,HMIS Hospital,Bed,2021-05-09,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
496,1,HMIS Hospital,Bed,2021-05-10,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
497,1,HMIS Hospital,Bed,2021-05-11,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
498,1,HMIS Hospital,Bed,2021-05-12,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
499,1,HMIS Hospital,Bed,2021-05-13,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
500,1,HMIS Hospital,Bed,2021-05-14,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
501,1,HMIS Hospital,Bed,2021-05-15,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
502,1,HMIS Hospital,Bed,2021-05-16,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
503,1,HMIS Hospital,Bed,2021-05-17,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
504,1,HMIS Hospital,Bed,2021-05-18,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
505,1,HMIS Hospital,Bed,2021-05-19,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
506,1,HMIS Hospital,Bed,2021-05-20,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
507,1,HMIS Hospital,Bed,2021-05-21,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
508,1,HMIS Hospital,Bed,2021-05-22,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
509,1,HMIS Hospital,Bed,2021-05-23,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
